symbol,open,high,low,close,trades,volume,vwap,interval_begin,interval,timestamp
PSTAKE/USD,0.0277,0.0277,0.0277,0.0277,5,2291.04234296,0.0277,2025-02-03T01:56:00.000000000Z,1,2025-02-03T01:57:00.000000Z
PSTAKE/USD,0.0277,0.0277,0.0277,0.0277,4,2153.72714106,0.0277,2025-02-03T01:56:00.000000000Z,1,2025-02-03T01:57:00.000000Z
PSTAKE/USD,0.0277,0.0277,0.0277,0.0277,3,1887.67152288,0.0277,2025-02-03T01:56:00.000000000Z,1,2025-02-03T01:57:00.000000Z
PSTAKE/USD,0.0277,0.0277,0.0277,0.0277,2,1750.35632098,0.0277,2025-02-03T01:56:00.000000000Z,1,2025-02-03T01:57:00.000000Z
PSTAKE/USD,0.0277,0.0277,0.0277,0.0277,1,1346.9855009,0.0277,2025-02-03T01:56:00.000000000Z,1,2025-02-03T01:57:00.000000Z
PSTAKE/USD,0.0278,0.0278,0.0277,0.0277,2,1429.913476,0.0277,2025-02-03T01:54:00.000000000Z,1,2025-02-03T01:55:00.000000Z
PSTAKE/USD,0.0278,0.0278,0.0278,0.0278,1,476.190476,0.0278,2025-02-03T01:54:00.000000000Z,1,2025-02-03T01:55:00.000000Z
PSTAKE/USD,0.0294,0.0294,0.0294,0.0294,1,281.53619,0.0294,2025-02-02T23:06:00.000000000Z,1,2025-02-02T23:07:00.000000Z
PSTAKE/USD,0.0327,0.0327,0.0327,0.0327,1,546.89360589,0.0327,2025-02-02T21:59:00.000000000Z,1,2025-02-02T22:00:00.000000Z
PSTAKE/USD,0.0298,0.0299,0.0298,0.0298,7,3581.016452,0.0298,2025-02-02T19:07:00.000000000Z,1,2025-02-02T19:08:00.000000Z
PSTAKE/USD,0.0299,0.0299,0.0298,0.0298,5,1290.0,0.0298,2025-02-02T19:06:00.000000000Z,1,2025-02-02T19:07:00.000000Z
PSTAKE/USD,0.0309,0.0309,0.0308,0.0308,2,818.443545,0.0308,2025-02-02T18:55:00.000000000Z,1,2025-02-02T18:56:00.000000Z
PSTAKE/USD,0.0309,0.031,0.0309,0.031,3,3761.291573,0.0309,2025-02-02T18:54:00.000000000Z,1,2025-02-02T18:55:00.000000Z
PSTAKE/USD,0.0306,0.0306,0.0306,0.0306,1,828.62,0.0306,2025-02-02T18:53:00.000000000Z,1,2025-02-02T18:54:00.000000Z
PSTAKE/USD,0.0309,0.0309,0.0309,0.0309,2,831.011306,0.0309,2025-02-02T18:52:00.000000000Z,1,2025-02-02T18:53:00.000000Z
PSTAKE/USD,0.0313,0.0313,0.0313,0.0313,1,235.19743374,0.0313,2025-02-02T18:51:00.000000000Z,1,2025-02-02T18:52:00.000000Z
PSTAKE/USD,0.0313,0.0313,0.0313,0.0313,10,9003.201587,0.0313,2025-02-02T18:50:00.000000000Z,1,2025-02-02T18:51:00.000000Z
