symbol,open,high,low,close,trades,volume,vwap,interval_begin,interval,timestamp
LTC/JPY,14121.0,14121.0,14121.0,14121.0,1,0.05,14121.0,2025-02-03T02:02:00.000000000Z,1,2025-02-03T02:03:00.000000Z
LTC/JPY,14861.0,14861.0,14861.0,14861.0,1,0.05716812,14861.0,2025-02-03T01:54:00.000000000Z,1,2025-02-03T01:55:00.000000Z
LTC/JPY,15050.0,15050.0,15050.0,15050.0,1,0.05635367,15050.0,2025-02-03T01:53:00.000000000Z,1,2025-02-03T01:54:00.000000Z
LTC/JPY,15317.0,15317.0,15317.0,15317.0,1,0.05,15317.0,2025-02-03T01:52:00.000000000Z,1,2025-02-03T01:53:00.000000Z
LTC/JPY,15352.0,15352.0,15352.0,15352.0,1,0.05,15352.0,2025-02-03T01:51:00.000000000Z,1,2025-02-03T01:52:00.000000Z
LTC/JPY,15390.0,15390.0,15390.0,15390.0,1,0.05,15390.0,2025-02-03T01:50:00.000000000Z,1,2025-02-03T01:51:00.000000Z
LTC/JPY,15349.0,15349.0,15349.0,15349.0,1,0.05341455,15349.0,2025-02-03T01:47:00.000000000Z,1,2025-02-03T01:48:00.000000Z
LTC/JPY,15742.0,15742.0,15742.0,15742.0,1,0.0674408,15742.0,2025-02-03T01:35:00.000000000Z,1,2025-02-03T01:36:00.000000Z
LTC/JPY,15777.0,15777.0,15777.0,15777.0,1,0.09612617,15777.0,2025-02-03T01:33:00.000000000Z,1,2025-02-03T01:34:00.000000Z
LTC/JPY,15647.0,15647.0,15647.0,15647.0,1,0.05493799,15647.0,2025-02-03T01:30:00.000000000Z,1,2025-02-03T01:31:00.000000Z
LTC/JPY,15808.0,15808.0,15808.0,15808.0,1,0.06228037,15808.0,2025-02-03T01:29:00.000000000Z,1,2025-02-03T01:30:00.000000Z
LTC/JPY,15936.0,15936.0,15934.0,15934.0,2,1.38947585,15935.0,2025-02-03T01:27:00.000000000Z,1,2025-02-03T01:28:00.000000Z
